match_id,date,time,team_name,home_away,Player,#,Pos,Age,Min,Tkl,TklW,TklDef 3rd,TklMid 3rd,TklAtt 3rd,vsdribTkl,vsdribAttmp,vsdribTkl%,vsdribPast,Press,Succ,%,PressDef 3rd,PressMid 3rd,PressAtt 3rd,Blocks,ShAttmp,ShSv,Pass,Int,Tkl+Int,Clr,Err
95a9ebd1,"Friday June 11, 2021",21:00,Turkey,a,Gianluigi Donnarumma,21.0,GK,22-106,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
95a9ebd1,"Friday June 11, 2021",21:00,Turkey,a,16 Players,,,,990,10,7,5,3,2,4,12,33.3,8,161,49,30.4,26,70,65,8,2,0,6,18,28,18,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Karim Benzema,19.0,FW,33-178,88,1,1,1,0,0,0,0,,0,11,5,45.5,3,6,2,0,0,0,0,1,2,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Corentin Tolisso,12.0,FW,26-316,2,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,1,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Kylian Mbappé,10.0,LW,22-177,90,0,0,0,0,0,0,1,0.0,1,11,2,18.2,2,5,4,0,0,0,0,1,1,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Antoine Griezmann,7.0,RW,30-086,90,3,3,2,0,1,0,0,,0,35,8,22.9,11,19,5,1,0,0,1,0,3,3,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Adrien Rabiot,14.0,CM,26-073,89,2,1,0,1,1,1,2,50.0,1,14,8,57.1,5,7,2,3,0,0,3,4,6,2,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Ousmane Dembélé,11.0,CM,24-031,1,0,0,0,0,0,0,0,,0,2,0,0.0,0,1,1,0,0,0,0,0,0,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Paul Pogba,6.0,CM,28-092,90,3,1,2,1,0,0,0,,0,22,2,9.1,10,10,2,1,1,0,0,4,7,2,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,N'Golo Kanté,13.0,DM,30-078,90,4,3,3,1,0,1,1,100.0,0,28,3,10.7,13,15,0,0,0,0,0,5,9,1,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Lucas Hernández,21.0,LB,25-121,90,1,1,1,0,0,0,1,0.0,1,20,3,15.0,15,3,2,2,0,0,2,1,2,5,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Presnel Kimpembe,3.0,CB,25-306,90,2,2,2,0,0,1,1,100.0,0,11,3,27.3,10,1,0,0,0,0,0,1,3,2,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Raphaël Varane,4.0,CB,28-051,90,1,0,1,0,0,1,1,100.0,0,10,6,60.0,9,1,0,2,2,0,0,2,3,8,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Benjamin Pavard,2.0,RB,25-079,90,5,1,2,3,0,1,1,100.0,0,16,5,31.3,9,5,2,3,0,0,3,1,6,1,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Hugo Lloris,1.0,GK,34-171,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,13 Players,,,,990,22,13,14,6,2,5,8,62.5,3,182,45,24.7,89,73,20,12,3,0,9,20,42,25,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Serge Gnabry,10.0,FW,25-336,73,1,1,0,1,0,0,0,,0,14,7,50.0,0,8,6,0,0,0,0,1,2,1,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Timo Werner,11.0,FW,25-101,17,0,0,0,0,0,0,0,,0,2,0,0.0,1,0,1,0,0,0,0,0,0,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Thomas Müller,25.0,AM,31-275,90,0,0,0,0,0,0,0,,0,15,4,26.7,1,6,8,0,0,0,0,1,1,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Kai Havertz,7.0,AM,22-004,73,1,1,0,0,1,0,1,0.0,1,14,5,35.7,2,2,10,2,0,0,2,0,1,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Leroy Sané,19.0,AM,25-155,17,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Toni Kroos,8.0,DM,31-162,90,8,5,4,2,2,2,7,28.6,5,29,8,27.6,7,17,5,3,0,0,3,1,9,2,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,İlkay Gündoğan,21.0,DM,30-234,90,0,0,0,0,0,0,2,0.0,2,13,4,30.8,1,4,8,2,0,0,2,1,1,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Robin Gosens,20.0,WB,26-345,87,0,0,0,0,0,0,1,0.0,1,13,2,15.4,0,9,4,2,0,0,2,3,3,1,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Kevin Volland,9.0,WB,28-320,3,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,1,1,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Joshua Kimmich,6.0,WB,26-127,90,1,1,1,0,0,0,0,,0,11,4,36.4,3,4,4,0,0,0,0,1,2,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Antonio Rüdiger,2.0,CB,28-104,90,0,0,0,0,0,0,0,,0,8,1,12.5,4,4,0,2,0,0,2,2,2,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Mats Hummels,5.0,CB,32-181,90,1,1,1,0,0,0,3,0.0,3,9,4,44.4,7,1,1,2,1,0,1,2,3,4,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Matthias Ginter,4.0,CB,27-147,87,4,2,0,4,0,3,3,100.0,0,5,2,40.0,0,5,0,1,0,0,1,0,4,4,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Emre Can,23.0,CB,27-154,3,1,1,1,0,0,1,1,100.0,0,1,1,100.0,1,0,0,0,0,0,0,0,1,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Manuel Neuer,1.0,GK,35-080,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,15 Players,,,,990,17,12,7,7,3,6,18,33.3,12,136,43,31.6,27,60,49,14,1,0,13,13,30,12,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Ádám Szalai,9.0,FW,33-192,25,0,0,0,0,0,0,1,0.0,1,4,1,25.0,3,1,0,0,0,0,0,1,1,1,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Nemanja Nikolić,23.0,FW,33-170,65,2,0,1,0,1,0,1,0.0,1,8,1,12.5,5,2,1,1,1,0,0,2,4,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Roland Sallai,20.0,FW,24-028,90,0,0,0,0,0,0,1,0.0,1,11,0,0.0,1,9,1,1,0,0,1,0,0,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,András Schäfer,13.0,CM,22-067,74,1,1,1,0,0,0,0,,0,14,4,28.6,8,6,0,2,0,0,2,0,1,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Tamás Cseri,10.0,CM,33-155,16,0,0,0,0,0,0,0,,0,3,1,33.3,2,1,0,1,0,0,1,0,0,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,László Kleinheisler,15.0,CM,27-072,83,5,5,4,1,0,2,2,100.0,0,21,8,38.1,13,8,0,0,0,0,0,0,5,1,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Gergő Lovrencsics,14.0,CM,32-291,7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,1,1,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Ádám Nagy,8.0,DM,26-002,90,0,0,0,0,0,0,1,0.0,1,9,1,11.1,5,4,0,2,0,0,2,3,3,3,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Attila Fiola,5.0,WB,31-122,90,4,3,2,2,0,2,4,50.0,2,22,4,18.2,13,7,2,7,2,0,5,0,4,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Loïc Nego,7.0,WB,30-155,90,1,1,1,0,0,0,2,0.0,2,17,3,17.6,7,8,2,2,0,0,2,3,4,1,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Attila Szalai,4.0,CB,23-150,90,2,1,2,0,0,1,2,50.0,1,10,2,20.0,9,0,1,1,0,0,1,0,2,6,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Willi Orban,6.0,CB,28-228,90,1,0,1,0,0,1,2,50.0,1,7,2,28.6,7,0,0,1,0,0,1,0,1,6,1
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Endre Botka,21.0,CB,26-298,90,3,1,3,0,0,2,3,66.7,1,12,4,33.3,10,2,0,1,1,0,0,3,6,1,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Péter Gulácsi,1.0,GK,31-044,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,14 Players,,,,990,19,12,15,3,1,8,19,42.1,11,138,31,22.5,83,48,7,20,4,0,16,13,32,19,1
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Karim Benzema,19.0,FW,33-182,75,0,0,0,0,0,0,0,,0,3,1,33.3,0,0,3,0,0,0,0,0,0,1,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Olivier Giroud,9.0,FW,34-262,15,0,0,0,0,0,0,0,,0,4,1,25.0,0,0,4,2,0,0,2,0,0,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Kylian Mbappé,10.0,"LW,RW",22-181,90,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,1,0,0,1,0,0,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Antoine Griezmann,7.0,"RW,AM",30-090,90,4,4,1,2,1,2,2,100.0,0,15,7,46.7,1,7,7,0,0,0,0,0,4,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Adrien Rabiot,14.0,CM,26-077,56,2,0,0,1,1,1,1,100.0,0,11,2,18.2,1,6,4,1,0,0,1,0,2,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Ousmane Dembélé,11.0,"RW,CM",24-035,30,0,0,0,0,0,0,1,0.0,1,2,1,50.0,1,0,1,0,0,0,0,0,0,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Thomas Lemar,8.0,"LW,RW",25-219,4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Paul Pogba,6.0,"CM,DM",28-096,75,2,2,0,2,0,1,2,50.0,1,5,4,80.0,1,3,1,1,0,0,1,1,3,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Corentin Tolisso,12.0,DM,26-320,15,1,1,0,1,0,0,0,,0,2,2,100.0,0,2,0,0,0,0,0,1,2,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,N'Golo Kanté,13.0,DM,30-082,90,4,1,2,1,1,1,2,50.0,1,22,5,22.7,2,13,7,0,0,0,0,2,6,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Lucas Digne,18.0,LB,27-334,90,1,1,0,1,0,0,1,0.0,1,6,4,66.7,1,3,2,0,0,0,0,0,1,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Presnel Kimpembe,3.0,CB,25-310,90,1,1,1,0,0,1,1,100.0,0,4,1,25.0,0,4,0,2,0,0,2,1,2,5,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Raphaël Varane,4.0,CB,28-055,90,0,0,0,0,0,0,0,,0,9,2,22.2,5,4,0,3,1,0,2,1,1,2,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Benjamin Pavard,2.0,RB,25-083,90,2,1,0,2,0,1,2,50.0,1,15,6,40.0,4,7,4,1,0,0,1,3,5,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Hugo Lloris,1.0,GK,34-175,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,15 Players,,,,990,17,11,4,10,3,7,12,58.3,5,101,37,36.6,16,51,34,11,1,0,10,9,26,8,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Serge Gnabry,10.0,FW,25-344,67,1,1,0,0,1,0,0,,0,10,2,20.0,0,0,10,0,0,0,0,1,2,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Thomas Müller,25.0,"RW,FW,CM",31-283,23,1,1,0,0,1,0,0,,0,3,1,33.3,1,1,1,1,0,0,1,1,2,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Leroy Sané,19.0,"LW,WB,RM",25-163,90,2,2,0,0,2,1,1,100.0,0,8,4,50.0,2,0,6,1,0,0,1,2,4,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Kai Havertz,7.0,RW,22-012,66,1,1,0,0,1,0,0,,0,13,3,23.1,1,6,6,3,2,0,1,0,1,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Timo Werner,11.0,"FW,LB,RW",25-109,24,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Toni Kroos,8.0,"DM,CM",31-170,90,2,1,1,1,0,1,3,33.3,2,14,5,35.7,3,7,4,0,0,0,0,5,7,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,İlkay Gündoğan,21.0,"DM,LW",30-242,57,2,1,0,2,0,0,1,0.0,1,6,1,16.7,0,3,3,0,0,0,0,0,2,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Leon Goretzka,18.0,"LW,CM,LB",26-137,33,0,0,0,0,0,0,2,0.0,2,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Robin Gosens,20.0,WB,26-353,81,1,1,0,0,1,0,0,,0,8,1,12.5,1,2,5,1,0,0,1,3,4,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Jamal Musiala,14.0,LM,18-117,9,0,0,0,0,0,0,1,0.0,1,2,2,100.0,0,2,0,0,0,0,0,0,0,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Joshua Kimmich,6.0,"WB,DM,RB",26-135,90,2,1,2,0,0,1,2,50.0,1,5,2,40.0,2,0,3,1,0,0,1,2,4,3,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Antonio Rüdiger,2.0,CB,28-112,90,2,1,0,2,0,0,0,,0,11,1,9.1,2,9,0,2,0,0,2,0,2,2,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Mats Hummels,5.0,CB,32-189,90,1,0,0,0,1,0,0,,0,5,2,40.0,2,2,1,1,1,0,0,3,4,2,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Matthias Ginter,4.0,CB,27-155,81,2,1,1,0,1,0,0,,0,12,6,50.0,3,8,1,0,0,0,0,1,3,2,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Kevin Volland,9.0,FW,28-328,9,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Manuel Neuer,1.0,GK,35-088,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,16 Players,,,,990,17,11,4,5,8,3,10,30.0,7,101,31,30.7,17,43,41,10,3,0,7,18,35,9,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Ádám Szalai,9.0,FW,33-196,81,1,1,1,0,0,1,2,50.0,1,9,2,22.2,5,1,3,1,0,0,1,1,2,1,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Kevin Varga,19.0,FW,25-085,9,0,0,0,0,0,0,0,,0,3,1,33.3,2,1,0,1,0,0,1,1,1,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Roland Sallai,20.0,FW,24-032,74,0,0,0,0,0,0,0,,0,8,2,25.0,3,2,3,0,0,0,0,1,1,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Szabolcs Schön,24.0,FW,20-269,16,0,0,0,0,0,0,2,0.0,2,3,0,0.0,2,1,0,0,0,0,0,0,0,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,András Schäfer,13.0,CM,22-071,90,1,1,0,1,0,0,2,0.0,2,17,4,23.5,10,7,0,4,3,0,1,0,1,2,1
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,László Kleinheisler,15.0,CM,27-076,87,0,0,0,0,0,0,2,0.0,2,13,4,30.8,8,4,1,3,0,0,3,4,4,3,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Gergő Lovrencsics,14.0,CM,32-295,3,1,1,1,0,0,0,0,,0,2,1,50.0,2,0,0,0,0,0,0,0,1,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Ádám Nagy,8.0,DM,26-006,90,3,3,2,1,0,2,3,66.7,1,9,5,55.6,6,2,1,3,0,0,3,5,8,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Attila Fiola,5.0,WB,31-126,87,4,3,3,1,0,0,3,0.0,3,19,5,26.3,15,3,1,4,1,0,3,1,5,4,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Nemanja Nikolić,23.0,WB,33-174,3,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Loïc Nego,7.0,WB,30-159,90,3,0,3,0,0,1,1,100.0,0,8,1,12.5,6,1,1,1,0,0,1,0,3,0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Attila Szalai,4.0,CB,23-154,90,2,2,2,0,0,2,3,66.7,1,12,2,16.7,11,1,0,2,0,0,2,1,3,5,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Willi Orban,6.0,CB,28-232,90,1,1,1,0,0,0,0,,0,3,1,33.3,2,1,0,2,2,0,0,0,1,12,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Endre Botka,21.0,CB,26-302,90,3,0,2,0,1,0,0,,0,7,2,28.6,5,0,2,0,0,0,0,1,4,7,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Péter Gulácsi,1.0,GK,31-048,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,15 Players,,,,990,19,12,15,3,1,6,18,33.3,12,113,30,26.5,77,24,12,21,6,0,15,15,34,35,1
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Romelu Lukaku,9.0,FW,28-045,90,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,1,1,0,0,0,0,1,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Eden Hazard,10.0,AM,30-171,86,3,1,1,2,0,1,2,50.0,1,9,1,11.1,2,3,4,2,0,0,2,1,4,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Yannick Carrasco,11.0,AM,27-296,4,0,0,0,0,0,0,0,,0,4,0,0.0,1,0,3,2,0,0,2,0,0,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Kevin De Bruyne,7.0,AM,29-364,47,0,0,0,0,0,0,0,,0,6,0,0.0,0,2,4,1,0,0,1,0,0,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Dries Mertens,14.0,AM,34-052,43,0,0,0,0,0,0,4,0.0,4,13,2,15.4,4,5,4,2,1,0,1,1,1,1,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Axel Witsel,6.0,DM,32-166,90,1,0,0,1,0,1,4,25.0,3,15,4,26.7,6,8,1,0,0,0,0,0,1,2,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Youri Tielemans,8.0,DM,24-051,90,3,3,1,2,0,0,2,0.0,2,17,7,41.2,5,11,1,2,1,0,1,0,3,1,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Thorgan Hazard,16.0,WB,28-090,89,2,1,2,0,0,1,2,50.0,1,20,1,5.0,9,10,1,1,0,0,1,0,2,4,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Leander Dendoncker,19.0,WB,26-073,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Thomas Meunier,15.0,WB,29-288,90,1,0,1,0,0,0,1,0.0,1,5,2,40.0,2,2,1,2,0,0,2,2,3,6,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Jan Vertonghen,5.0,CB,34-064,90,1,1,1,0,0,0,1,0.0,1,5,1,20.0,5,0,0,2,1,0,1,0,1,4,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Thomas Vermaelen,3.0,CB,35-225,90,4,1,2,2,0,3,3,100.0,0,4,0,0.0,3,1,0,2,2,0,0,1,5,5,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Toby Alderweireld,2.0,CB,32-117,90,1,0,0,1,0,0,0,,0,5,2,40.0,1,4,0,1,0,0,1,0,1,6,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Thibaut Courtois,1.0,GK,29-047,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,14 Players,,,,990,16,7,8,8,0,6,19,31.6,13,106,21,19.8,38,48,20,18,6,0,12,5,21,30,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Cristiano Ronaldo,7.0,"FW,LW",36-142,90,0,0,0,0,0,0,1,0.0,1,7,1,14.3,0,3,4,1,0,0,1,0,0,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Diogo Jota,21.0,LW,24-205,69,1,1,0,1,0,0,0,,0,6,4,66.7,3,3,0,0,0,0,0,0,1,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,André Silva,9.0,"FW,LW",25-233,21,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Bernardo Silva,10.0,RW,26-321,54,1,1,0,1,0,0,0,,0,10,2,20.0,3,5,2,0,0,0,0,4,5,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Bruno Fernandes,11.0,"CM,RW",26-292,36,2,1,1,1,0,1,3,33.3,2,8,1,12.5,3,3,2,2,0,0,2,0,2,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Renato Sanches,16.0,CM,23-313,77,0,0,0,0,0,0,0,,0,9,2,22.2,1,5,3,1,0,0,1,1,1,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Sérgio Oliveira,24.0,CM,29-025,13,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,João Moutinho,8.0,CM,34-292,54,1,0,0,0,1,0,1,0.0,1,8,0,0.0,1,5,2,0,0,0,0,1,2,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,João Félix,23.0,"RW,CM",21-229,36,1,1,0,1,0,1,1,100.0,0,6,4,66.7,2,4,0,0,0,0,0,0,1,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,João Palhinha,26.0,DM,25-353,77,6,4,2,4,0,2,3,66.7,1,13,3,23.1,3,10,0,0,0,0,0,0,6,1,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Danilo Pereira,13.0,DM,29-291,13,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,1,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Raphaël Guerreiro,5.0,LB,27-187,90,0,0,0,0,0,0,2,0.0,2,4,1,25.0,2,1,1,3,0,0,3,1,1,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Rúben Dias,4.0,CB,24-044,90,1,1,1,0,0,0,1,0.0,1,6,2,33.3,3,3,0,0,0,0,0,4,5,4,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Pepe,3.0,CB,38-121,90,2,2,1,1,0,1,1,100.0,0,8,2,25.0,2,5,1,0,0,0,0,3,5,3,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Diogo Dalot,20.0,RB,22-101,90,2,2,1,1,0,0,1,0.0,1,11,3,27.3,3,8,0,1,1,0,0,2,4,2,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Rui Patrício,1.0,GK,33-132,90,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,16 Players,,,,990,17,13,6,10,1,5,14,35.7,9,97,25,25.8,27,55,15,8,1,0,7,17,34,11,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Christoph Baumgartner,19.0,FW,21-316,57,3,2,1,0,2,0,0,,0,5,2,40.0,0,1,4,0,0,0,0,1,4,1,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Michael Gregoritsch,11.0,FW,27-056,33,1,1,1,0,0,0,0,,0,5,2,40.0,1,1,3,0,0,0,0,0,1,0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Sasa Kalajdzic,25.0,FW,23-341,58,2,1,0,2,0,2,2,100.0,0,9,2,22.2,0,6,3,0,0,0,0,0,2,0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Marko Arnautović,7.0,FW,32-055,32,0,0,0,0,0,0,0,,0,3,0,0.0,0,1,2,0,0,0,0,0,0,0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Marcel Sabitzer,9.0,CM,27-088,90,4,4,2,2,0,2,2,100.0,0,16,8,50.0,1,9,6,0,0,0,0,1,5,0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Konrad Laimer,24.0,CM,24-017,89,4,2,2,2,0,0,1,0.0,1,40,16,40.0,7,25,8,1,0,0,1,1,5,0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Julian Baumgartlinger,14.0,CM,33-162,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Xaver Schlager,23.0,DM,23-258,89,2,2,0,1,1,0,1,0.0,1,22,10,45.5,4,14,4,0,0,0,0,1,3,1,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Stefan Ilsanker,6.0,DM,32-026,1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Andreas Ulmer,2.0,WB,35-226,90,0,0,0,0,0,0,2,0.0,2,12,5,41.7,1,6,5,1,1,0,0,0,0,1,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Stefan Lainer,21.0,WB,28-290,90,5,2,2,3,0,5,6,83.3,1,27,11,40.7,7,14,6,7,2,0,5,5,10,2,0
