match_id,date,time,team_name,home_away,Player,#,Pos,Age,Min,TotTouches,TouchDef Pen,TouchDef 3rd,TouchMid 3rd,TouchAtt 3rd,TouchAtt Pen,TouchLive,DribSucc,DribAtt,DribSucc%,#Playerslost,nutMegs,Carries,CarryTotDist,CarryPrgDist,CarryProg,Carry1/3,CPA,CarryMis,CarryDis,RecTarg,Rec,Rec%,RecProg
95d34c87,"Tuesday June 15, 2021",21:00,France,h,N'Golo Kanté,13.0,DM,30-078,90,64,1,19,41,7,0,63,1,2,50.0,1,0,37,147,55,4,1,0,1,1,46,43,93.5,3
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Lucas Hernández,21.0,LB,25-121,90,57,6,26,27,8,1,51,0,1,0.0,0,0,34,102,36,2,1,0,1,0,38,34,89.5,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Presnel Kimpembe,3.0,CB,25-306,90,49,11,30,22,0,0,49,1,1,100.0,1,0,35,118,56,1,0,0,0,0,36,36,100.0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Raphaël Varane,4.0,CB,28-051,90,56,11,38,21,0,0,54,1,1,100.0,1,0,32,59,16,0,0,0,0,0,32,31,96.9,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Benjamin Pavard,2.0,RB,25-079,90,63,3,15,44,8,0,54,0,0,,0,0,33,181,133,5,1,0,0,0,41,37,90.2,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,Hugo Lloris,1.0,GK,34-171,90,36,31,36,0,0,0,21,0,0,,0,0,15,58,35,0,0,0,0,0,13,13,100.0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,h,13 Players,,,,990,568,74,236,277,95,13,530,12,18,66.7,12,0,372,1530,863,33,10,5,9,11,431,375,87.0,18
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Serge Gnabry,10.0,FW,25-336,73,35,1,1,11,24,5,33,0,2,0.0,0,0,16,64,17,1,1,0,2,2,39,26,66.7,8
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Timo Werner,11.0,FW,25-101,17,9,0,1,4,4,0,9,0,0,,0,0,7,29,13,0,0,0,0,2,13,7,53.8,3
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Thomas Müller,25.0,AM,31-275,90,60,0,2,22,39,3,58,1,1,100.0,1,0,35,89,54,4,3,0,1,5,71,54,76.1,15
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Kai Havertz,7.0,AM,22-004,73,49,0,4,18,29,5,49,0,2,0.0,0,0,29,180,85,7,1,1,3,2,48,33,68.8,6
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Leroy Sané,19.0,AM,25-155,17,12,0,0,2,11,0,11,0,1,0.0,0,0,8,50,27,1,1,0,1,0,12,10,83.3,3
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Toni Kroos,8.0,DM,31-162,90,126,1,18,91,26,0,118,0,0,,0,0,91,295,187,11,6,0,0,2,99,96,97.0,3
95d34c87,"Tuesday June 15, 2021",21:00,France,a,İlkay Gündoğan,21.0,DM,30-234,90,86,0,8,61,27,2,84,0,0,,0,0,55,242,103,7,2,0,0,1,79,71,89.9,2
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Robin Gosens,20.0,WB,26-345,87,76,2,19,31,33,2,75,0,1,0.0,0,0,45,194,103,7,3,0,1,1,64,60,93.8,4
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Kevin Volland,9.0,WB,28-320,3,8,0,0,5,4,2,7,0,0,,0,0,3,20,0,0,0,0,1,0,3,3,100.0,1
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Joshua Kimmich,6.0,WB,26-127,90,90,1,11,34,55,0,80,1,1,100.0,1,0,65,363,151,12,4,0,1,2,69,67,97.1,7
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Antonio Rüdiger,2.0,CB,28-104,90,89,2,38,50,12,2,86,0,0,,0,0,73,325,217,8,4,0,1,0,73,73,100.0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Mats Hummels,5.0,CB,32-181,90,87,8,37,52,4,1,86,0,0,,0,0,51,286,178,11,2,0,0,0,62,62,100.0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Matthias Ginter,4.0,CB,27-147,87,64,3,20,39,8,0,63,1,1,100.0,1,0,48,202,92,5,1,0,0,0,51,49,96.1,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Emre Can,23.0,CB,27-154,3,11,0,1,9,3,0,11,0,0,,0,0,9,110,63,2,1,0,0,0,10,9,90.0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,Manuel Neuer,1.0,GK,35-080,90,33,30,32,1,0,0,31,0,0,,0,0,17,94,47,0,0,0,0,0,24,24,100.0,0
95d34c87,"Tuesday June 15, 2021",21:00,France,a,15 Players,,,,990,835,48,192,430,279,22,801,3,9,33.3,3,0,552,2543,1337,76,29,1,11,17,717,644,89.8,52
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Ádám Szalai,9.0,FW,33-192,25,7,1,3,3,1,0,7,0,0,,0,0,4,2,0,0,0,0,1,2,11,3,27.3,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Nemanja Nikolić,23.0,FW,33-170,65,22,0,4,12,6,0,21,0,1,0.0,0,0,12,10,0,0,0,0,3,2,29,13,44.8,1
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Roland Sallai,20.0,FW,24-028,90,31,0,6,17,12,0,29,1,3,33.3,1,0,22,172,82,4,0,0,2,1,36,20,55.6,5
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,András Schäfer,13.0,CM,22-067,74,35,0,14,19,6,0,34,1,1,100.0,1,0,24,113,60,3,2,0,2,1,30,27,90.0,2
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Tamás Cseri,10.0,CM,33-155,16,4,0,2,3,0,0,4,0,1,0.0,0,0,3,22,4,0,0,0,1,0,5,2,40.0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,László Kleinheisler,15.0,CM,27-072,83,35,1,15,19,5,1,34,1,2,50.0,1,0,28,200,94,4,1,0,1,1,26,22,84.6,1
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Gergő Lovrencsics,14.0,CM,32-291,7,6,0,5,1,0,0,4,0,0,,0,0,2,22,13,1,0,0,0,0,2,2,100.0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Ádám Nagy,8.0,DM,26-002,90,68,7,39,28,2,0,67,0,1,0.0,0,0,34,211,151,3,0,0,0,0,46,44,95.7,1
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Attila Fiola,5.0,WB,31-122,90,53,2,22,23,9,3,44,1,2,50.0,1,0,26,57,25,0,0,0,2,2,31,27,87.1,1
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Loïc Nego,7.0,WB,30-155,90,36,2,12,20,7,0,30,0,0,,0,0,19,143,90,3,1,0,1,0,23,18,78.3,1
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Attila Szalai,4.0,CB,23-150,90,52,26,44,8,0,0,52,1,1,100.0,1,0,30,145,91,0,0,0,1,0,41,40,97.6,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Willi Orban,6.0,CB,28-228,90,47,22,42,8,0,0,43,0,0,,0,0,25,157,82,0,0,0,0,0,33,33,100.0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Endre Botka,21.0,CB,26-298,90,36,5,23,13,1,0,31,0,0,,0,0,21,78,32,2,0,0,0,1,22,20,90.9,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,Péter Gulácsi,1.0,GK,31-044,90,47,46,47,0,0,0,33,0,0,,0,0,21,64,33,0,0,0,0,0,22,22,100.0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,h,14 Players,,,,990,479,112,278,174,49,4,433,5,12,41.7,5,0,271,1396,757,20,4,0,14,10,357,293,82.1,12
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Karim Benzema,19.0,FW,33-182,75,36,1,3,9,26,7,34,2,3,66.7,2,0,23,91,37,3,0,1,2,0,46,28,60.9,6
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Olivier Giroud,9.0,FW,34-262,15,7,0,0,1,6,2,6,0,0,,0,0,0,0,0,0,0,0,1,0,9,3,33.3,2
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Kylian Mbappé,10.0,"LW,RW",22-181,90,43,0,1,9,38,13,42,5,8,62.5,6,1,39,225,111,7,3,2,5,1,47,41,87.2,8
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Antoine Griezmann,7.0,"RW,AM",30-090,90,68,0,3,30,39,2,59,1,1,100.0,1,0,49,206,104,5,3,0,0,3,59,47,79.7,11
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Adrien Rabiot,14.0,CM,26-077,56,48,0,4,34,15,0,48,0,0,,0,0,38,170,56,3,2,0,0,1,43,42,97.7,6
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Ousmane Dembélé,11.0,"RW,CM",24-035,30,16,0,0,6,13,1,16,0,1,0.0,0,0,15,169,135,8,3,1,1,1,18,15,83.3,1
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Thomas Lemar,8.0,"LW,RW",25-219,4,7,0,0,5,3,0,7,0,0,,0,0,7,47,26,2,1,0,0,0,7,7,100.0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Paul Pogba,6.0,"CM,DM",28-096,75,62,1,4,30,32,2,61,0,1,0.0,0,0,50,216,115,8,1,0,4,3,58,52,89.7,7
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Corentin Tolisso,12.0,DM,26-320,15,24,0,0,17,8,0,23,0,0,,0,0,18,69,32,2,1,0,1,0,18,18,100.0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,N'Golo Kanté,13.0,DM,30-082,90,79,0,6,51,24,0,78,1,4,25.0,2,0,52,226,115,5,0,0,2,0,62,57,91.9,3
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Lucas Digne,18.0,LB,27-334,90,75,0,10,32,36,2,66,0,1,0.0,0,0,34,177,93,4,2,0,0,0,58,51,87.9,4
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Presnel Kimpembe,3.0,CB,25-310,90,95,2,20,76,5,0,94,0,0,,0,0,74,343,151,5,2,0,0,0,79,78,98.7,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Raphaël Varane,4.0,CB,28-055,90,98,3,27,73,5,1,96,0,0,,0,0,77,410,224,8,1,0,0,1,78,78,100.0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Benjamin Pavard,2.0,RB,25-083,90,106,1,11,65,35,0,99,0,0,,0,0,73,316,222,8,1,0,0,1,84,82,97.6,3
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,Hugo Lloris,1.0,GK,34-175,90,19,15,19,0,0,0,14,0,0,,0,0,8,68,39,0,0,0,0,0,6,6,100.0,0
988198ba,"Saturday June 19, 2021",15:00,Hungary,a,15 Players,,,,990,783,23,108,438,285,30,743,9,19,47.4,11,1,557,2733,1460,68,20,4,16,11,672,605,90.0,51
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Serge Gnabry,10.0,FW,25-344,67,23,0,2,10,13,4,21,3,3,100.0,3,1,21,65,35,4,1,0,1,1,26,15,57.7,3
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Thomas Müller,25.0,"RW,FW,CM",31-283,23,22,0,0,8,15,1,19,1,1,100.0,1,0,13,26,9,0,0,0,2,0,21,15,71.4,3
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Leroy Sané,19.0,"LW,WB,RM",25-163,90,60,0,5,14,47,2,58,5,6,83.3,5,2,57,240,85,5,1,1,3,3,60,48,80.0,10
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Kai Havertz,7.0,RW,22-012,66,39,0,3,9,31,6,39,1,2,50.0,1,0,33,196,88,6,4,2,1,0,40,30,75.0,9
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Timo Werner,11.0,"FW,LB,RW",25-109,24,16,0,0,5,11,2,13,0,0,,0,0,7,32,8,1,0,1,0,1,14,10,71.4,3
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Toni Kroos,8.0,"DM,CM",31-170,90,123,0,6,79,49,3,110,2,3,66.7,2,0,103,548,252,14,8,1,2,0,101,99,98.0,7
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,İlkay Gündoğan,21.0,"DM,LW",30-242,57,44,0,3,33,8,0,44,0,0,,0,0,39,124,44,3,0,0,0,1,41,36,87.8,6
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Leon Goretzka,18.0,"LW,CM,LB",26-137,33,16,0,1,7,10,3,16,0,1,0.0,0,0,11,83,50,2,2,0,0,0,14,13,92.9,1
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Robin Gosens,20.0,WB,26-353,81,58,0,10,15,35,3,53,0,0,,0,0,44,159,51,3,1,0,1,1,44,40,90.9,5
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Jamal Musiala,14.0,LM,18-117,9,11,0,0,3,8,1,10,0,1,0.0,0,0,10,14,2,0,0,0,0,3,7,7,100.0,2
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Joshua Kimmich,6.0,"WB,DM,RB",26-135,90,85,1,14,39,37,1,75,0,1,0.0,0,0,59,358,152,10,0,0,0,2,69,61,88.4,2
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Antonio Rüdiger,2.0,CB,28-112,90,97,3,26,72,8,1,95,0,0,,0,0,80,332,188,5,4,0,0,1,79,79,100.0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Mats Hummels,5.0,CB,32-189,90,132,3,21,99,16,4,128,0,0,,0,0,101,505,308,21,2,0,1,0,110,108,98.2,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Matthias Ginter,4.0,CB,27-155,81,130,1,16,85,43,3,127,0,0,,0,0,107,437,253,14,5,0,0,0,113,113,100.0,2
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Kevin Volland,9.0,FW,28-328,9,3,0,0,1,2,0,3,0,0,,0,0,1,4,0,0,0,0,0,0,10,3,30.0,1
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,Manuel Neuer,1.0,GK,35-088,90,32,23,31,1,0,0,29,0,0,,0,0,23,104,60,0,0,0,0,0,21,21,100.0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,h,16 Players,,,,990,891,31,138,480,333,34,840,12,18,66.7,12,3,709,3227,1585,88,28,5,11,13,770,698,90.6,54
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Ádám Szalai,9.0,FW,33-196,81,30,1,13,12,7,1,30,0,1,0.0,0,0,21,48,17,0,0,0,5,5,35,21,60.0,1
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Kevin Varga,19.0,FW,25-085,9,7,0,1,5,1,1,5,0,1,0.0,1,0,2,4,3,1,0,1,0,0,3,2,66.7,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Roland Sallai,20.0,FW,24-032,74,21,0,2,11,9,2,19,0,0,,0,0,11,120,75,3,1,1,1,1,29,14,48.3,1
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Szabolcs Schön,24.0,FW,20-269,16,3,0,1,2,1,0,3,2,2,100.0,2,0,5,36,8,1,0,0,0,0,9,2,22.2,2
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,András Schäfer,13.0,CM,22-071,90,31,5,11,12,8,1,29,1,1,100.0,1,0,14,89,59,2,0,0,0,1,16,12,75.0,1
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,László Kleinheisler,15.0,CM,27-076,87,38,2,16,23,5,0,35,2,2,100.0,2,0,26,97,65,1,1,0,2,3,26,21,80.8,2
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Gergő Lovrencsics,14.0,CM,32-295,3,2,0,2,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Ádám Nagy,8.0,DM,26-006,90,36,2,24,11,2,0,36,0,0,,0,0,18,103,45,1,0,0,1,0,16,15,93.8,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Attila Fiola,5.0,WB,31-126,87,39,6,19,6,14,2,31,0,1,0.0,0,0,18,84,24,0,0,0,2,2,16,13,81.3,2
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Nemanja Nikolić,23.0,WB,33-174,3,2,0,0,2,0,0,2,0,0,,0,0,1,0,0,0,0,0,0,0,2,1,50.0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Loïc Nego,7.0,WB,30-159,90,33,1,16,13,5,0,26,0,1,0.0,0,0,15,142,86,1,1,0,1,1,22,14,63.6,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Attila Szalai,4.0,CB,23-154,90,39,12,30,10,1,0,35,0,0,,0,0,20,149,75,2,1,0,0,0,24,23,95.8,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Willi Orban,6.0,CB,28-232,90,37,17,28,10,0,0,34,0,0,,0,0,11,69,6,0,0,0,0,0,14,14,100.0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Endre Botka,21.0,CB,26-302,90,37,7,25,14,1,0,36,1,1,100.0,1,1,20,130,92,1,0,0,0,1,22,19,86.4,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,Péter Gulácsi,1.0,GK,31-048,90,31,30,31,0,0,0,22,0,0,,0,0,13,53,29,0,0,0,0,0,13,13,100.0,0
a4888546,"Wednesday June 23, 2021",21:00,Germany,a,15 Players,,,,990,386,83,219,131,54,7,344,6,10,60.0,7,1,195,1124,584,13,4,2,12,14,247,184,74.5,9
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Romelu Lukaku,9.0,FW,28-045,90,28,2,2,14,15,2,27,2,3,66.7,2,0,21,80,63,2,1,1,5,2,40,22,55.0,4
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Eden Hazard,10.0,AM,30-171,86,57,0,9,36,17,0,57,2,5,40.0,2,0,50,199,145,2,1,0,2,5,56,45,80.4,5
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Yannick Carrasco,11.0,AM,27-296,4,5,0,1,1,4,1,5,1,1,100.0,1,0,4,48,48,0,1,0,1,1,3,2,66.7,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Kevin De Bruyne,7.0,AM,29-364,47,27,0,2,14,12,0,27,0,0,,0,0,25,61,28,1,0,0,0,2,28,23,82.1,2
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Dries Mertens,14.0,AM,34-052,43,17,1,6,10,3,0,17,0,0,,0,0,9,19,12,0,0,0,0,0,15,9,60.0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Axel Witsel,6.0,DM,32-166,90,61,4,13,41,8,0,58,1,1,100.0,1,0,46,135,34,1,1,0,2,0,47,45,95.7,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Youri Tielemans,8.0,DM,24-051,90,48,2,16,31,7,0,47,1,2,50.0,1,0,36,73,46,1,2,0,1,2,36,32,88.9,2
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Thorgan Hazard,16.0,WB,28-090,89,61,5,17,33,15,1,59,0,0,,0,0,47,268,154,6,1,1,0,0,53,47,88.7,6
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Leander Dendoncker,19.0,WB,26-073,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Thomas Meunier,15.0,WB,29-288,90,61,10,20,25,17,1,55,1,1,100.0,1,0,35,157,120,3,0,0,1,0,34,31,91.2,3
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Jan Vertonghen,5.0,CB,34-064,90,77,14,41,38,0,0,76,0,0,,0,0,51,199,130,4,0,0,0,0,63,62,98.4,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Thomas Vermaelen,3.0,CB,35-225,90,39,7,20,21,0,0,37,0,0,,0,0,18,106,26,0,0,0,0,0,20,20,100.0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Toby Alderweireld,2.0,CB,32-117,90,58,5,30,30,2,0,57,0,0,,0,0,40,141,77,3,0,0,0,0,43,41,95.3,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,Thibaut Courtois,1.0,GK,29-047,90,43,41,43,0,0,0,28,1,1,100.0,1,0,13,52,35,0,0,0,0,0,12,12,100.0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,h,14 Players,,,,990,582,91,220,294,100,5,550,9,14,64.3,9,0,395,1538,918,23,7,2,12,12,450,391,86.9,22
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Cristiano Ronaldo,7.0,"FW,LW",36-142,90,45,0,0,19,31,5,41,3,3,100.0,3,0,32,184,118,8,5,1,2,2,59,36,61.0,12
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Diogo Jota,21.0,LW,24-205,69,39,0,1,20,21,5,39,1,2,50.0,1,0,27,105,59,5,1,0,1,2,45,35,77.8,9
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,André Silva,9.0,"FW,LW",25-233,21,10,0,0,2,9,7,10,0,1,0.0,0,0,6,32,27,2,1,1,0,1,10,8,80.0,7
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Bernardo Silva,10.0,RW,26-321,54,26,0,2,8,18,2,24,1,2,50.0,1,0,19,132,48,4,1,1,1,1,17,17,100.0,4
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Bruno Fernandes,11.0,"CM,RW",26-292,36,39,1,5,20,17,0,35,0,1,0.0,0,0,22,137,102,3,1,0,0,1,25,24,96.0,2
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Renato Sanches,16.0,CM,23-313,77,77,0,9,49,25,1,74,4,5,80.0,4,0,66,336,182,12,5,0,1,2,63,60,95.2,3
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Sérgio Oliveira,24.0,CM,29-025,13,23,0,4,9,13,0,22,0,0,,0,0,18,114,73,3,2,0,0,0,18,18,100.0,1
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,João Moutinho,8.0,CM,34-292,54,40,0,3,28,10,0,40,0,0,,0,0,27,69,14,1,0,0,2,0,32,30,93.8,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,João Félix,23.0,"RW,CM",21-229,36,27,0,0,12,18,2,26,1,1,100.0,1,0,20,135,94,4,3,0,1,0,26,21,80.8,2
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,João Palhinha,26.0,DM,25-353,77,47,3,8,30,10,2,47,0,0,,0,0,31,125,21,1,0,0,0,0,32,32,100.0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Danilo Pereira,13.0,DM,29-291,13,11,1,4,6,2,0,11,0,0,,0,0,7,47,17,2,1,0,0,0,7,7,100.0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Raphaël Guerreiro,5.0,LB,27-187,90,95,0,27,42,35,1,87,2,3,66.7,2,0,70,366,246,7,3,0,1,0,74,68,91.9,2
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Rúben Dias,4.0,CB,24-044,90,80,11,46,39,1,1,78,0,0,,0,0,56,299,166,3,0,0,0,0,55,55,100.0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Pepe,3.0,CB,38-121,90,82,4,29,54,3,0,78,0,0,,0,0,64,277,128,2,1,0,0,0,62,61,98.4,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Diogo Dalot,20.0,RB,22-101,90,78,3,9,45,25,1,73,1,1,100.0,1,0,55,204,114,4,0,0,2,1,64,57,89.1,6
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,Rui Patrício,1.0,GK,33-132,90,23,20,23,0,0,0,18,0,0,,0,0,14,27,12,0,0,0,0,0,13,13,100.0,0
ad36a434,"Sunday June 27, 2021",21:00,Belgium,a,16 Players,,,,990,742,43,170,383,238,27,703,13,19,68.4,13,0,534,2589,1421,61,24,3,11,10,602,542,90.0,48
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Christoph Baumgartner,19.0,FW,21-316,57,32,1,2,12,18,6,30,2,6,33.3,2,0,21,54,39,3,0,1,1,3,29,23,79.3,10
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Michael Gregoritsch,11.0,FW,27-056,33,12,0,2,4,7,2,12,0,0,,0,0,9,43,27,1,1,0,1,0,20,11,55.0,2
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Sasa Kalajdzic,25.0,FW,23-341,58,23,0,2,9,13,3,22,0,2,0.0,0,0,17,54,11,1,0,0,2,0,27,17,63.0,6
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Marko Arnautović,7.0,FW,32-055,32,21,0,0,10,11,2,20,1,1,100.0,1,0,19,77,37,2,0,0,0,1,23,17,73.9,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Marcel Sabitzer,9.0,CM,27-088,90,81,2,10,41,37,1,78,0,3,0.0,0,0,62,341,184,10,5,0,0,1,63,58,92.1,3
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Konrad Laimer,24.0,CM,24-017,89,43,2,6,19,23,3,41,2,4,50.0,2,0,33,123,53,3,3,0,1,5,31,27,87.1,6
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Julian Baumgartlinger,14.0,CM,33-162,1,2,0,1,1,0,0,2,0,0,,0,0,2,1,1,0,0,0,0,0,2,2,100.0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Xaver Schlager,23.0,DM,23-258,89,61,0,6,41,19,0,61,0,0,,0,0,43,186,116,9,2,0,0,0,42,41,97.6,3
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Stefan Ilsanker,6.0,DM,32-026,1,1,0,0,1,0,0,1,0,0,,0,0,1,1,0,0,0,0,0,0,1,1,100.0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Andreas Ulmer,2.0,WB,35-226,90,46,2,6,19,24,2,39,1,1,100.0,1,0,33,115,66,2,0,1,1,0,38,33,86.8,8
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Stefan Lainer,21.0,WB,28-290,90,80,2,26,35,22,5,64,0,1,0.0,0,0,37,125,48,2,0,1,1,3,41,36,87.8,3
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Martin Hinteregger,4.0,CB,28-279,90,82,5,25,57,12,0,78,0,0,,0,0,57,467,344,9,4,0,1,0,61,61,100.0,1
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,David Alaba,8.0,CB,28-354,90,109,9,40,68,12,0,104,2,2,100.0,2,0,89,599,291,12,3,0,0,2,89,89,100.0,1
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Aleksandar Dragović,3.0,CB,30-099,45,50,1,15,36,1,0,45,0,0,,0,0,33,127,67,5,0,0,0,1,33,32,97.0,1
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Philipp Lienhart,15.0,CB,24-337,45,36,2,20,20,1,0,35,0,0,,0,0,26,249,142,6,1,0,0,0,26,26,100.0,0
b47a0ea6,"Sunday June 13, 2021",19:00,Austria,h,Daniel Bachmann,13.0,GK,26-339,90,36,31,36,0,0,0,31,0,0,,0,0,23,62,24,0,0,0,0,0,26,26,100.0,0
