match_id,date,time,team_name,home_away,Player,#,Pos,Age,Min,TotTouches,TouchDef Pen,TouchDef 3rd,TouchMid 3rd,TouchAtt 3rd,TouchAtt Pen,TouchLive,DribSucc,DribAtt,DribSucc%,#Playerslost,nutMegs,Carries,CarryTotDist,CarryPrgDist,CarryProg,Carry1/3,CPA,CarryMis,CarryDis,RecTarg,Rec,Rec%,RecProg
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Luka Ivanušec,26.0,RW,22-208,15,3,0,1,2,0,0,3,0,0,,0,0,2,9,3,0,0,0,1,0,2,2,100.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Mateo Kovačić,8.0,CM,27-047,90,89,0,10,59,26,3,87,4,5,80.0,4,0,80,330,155,9,3,2,1,2,89,80,89.9,5
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Luka Modrić,10.0,CM,35-286,90,117,1,24,70,31,2,109,1,2,50.0,1,1,91,357,133,11,2,1,2,2,96,92,95.8,4
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Marcelo Brozović,11.0,DM,28-218,90,97,0,28,61,9,0,96,0,0,,0,0,79,292,95,3,0,0,1,0,81,81,100.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Joško Gvardiol,25.0,LB,19-150,69,73,2,27,45,14,2,68,3,4,75.0,3,0,65,469,332,13,3,2,3,0,60,58,96.7,1
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Borna Barišić,3.0,LB,28-224,21,21,3,12,7,5,0,19,0,0,,0,0,12,78,56,2,2,0,0,1,16,13,81.3,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Domagoj Vida,21.0,CB,32-054,90,57,11,40,20,0,0,56,0,0,,0,0,39,142,50,0,0,0,0,0,45,45,100.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Dejan Lovren,6.0,CB,31-352,90,74,14,45,36,0,0,72,0,0,,0,0,40,154,85,1,0,0,0,0,52,50,96.2,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Josip Juranović,22.0,RB,25-310,90,78,2,17,40,26,0,69,2,2,100.0,2,0,67,228,116,7,4,0,2,1,66,57,86.4,2
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,Dominik Livaković,1.0,GK,26-164,90,28,28,28,0,0,0,20,0,0,,0,0,9,58,43,0,0,0,0,0,8,8,100.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,h,15 Players,,,,990,776,67,248,411,175,22,737,14,18,77.8,14,1,605,2819,1464,70,21,10,18,11,661,594,89.9,33
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Che Adams,10.0,FW,24-344,83,19,0,1,5,14,3,19,0,0,,0,0,11,63,13,1,0,0,1,0,29,13,44.8,4
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Kevin Nisbet,19.0,FW,24-106,7,4,0,0,4,0,0,4,0,0,,0,0,1,2,0,0,0,0,0,0,5,2,40.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Lyndon Dykes,9.0,FW,25-258,90,20,1,1,12,8,1,19,0,0,,0,0,7,19,0,0,0,0,4,1,42,14,33.3,5
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Stuart Armstrong,17.0,CM,29-084,69,33,1,4,22,9,1,29,0,1,0.0,0,0,23,104,30,2,0,0,2,2,23,18,78.3,3
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Ryan Fraser,20.0,CM,27-118,21,13,0,1,7,9,1,11,0,0,,0,0,10,158,125,5,3,1,0,0,12,10,83.3,1
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,John McGinn,7.0,"CM,AM",26-247,90,35,0,1,21,16,4,34,2,2,100.0,2,0,20,83,35,3,0,0,0,2,27,22,81.5,5
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Callum McGregor,8.0,DM,28-008,90,42,0,9,30,7,0,39,1,1,100.0,1,0,32,176,105,3,1,0,0,1,30,27,90.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Andrew Robertson,3.0,"WB,LB",27-103,90,53,2,12,30,16,1,41,0,0,,0,0,26,153,85,4,2,0,0,0,30,28,93.3,2
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Stephen O'Donnell,2.0,WB,29-042,83,35,2,7,17,12,0,29,0,0,,0,0,19,73,27,2,0,0,1,2,26,22,84.6,2
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Nathan Patterson,22.0,"RB,WB",19-249,7,13,1,3,8,3,0,10,0,1,0.0,0,0,6,40,32,2,1,0,0,0,7,7,100.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Kieran Tierney,6.0,CB,24-017,90,53,3,19,28,10,1,51,0,0,,0,0,32,167,87,1,1,0,0,0,39,38,97.4,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Grant Hanley,5.0,CB,29-214,32,10,2,8,2,1,1,10,0,0,,0,0,6,36,0,0,0,0,0,0,4,3,75.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Scott McKenna,26.0,CB,24-222,58,23,1,11,12,2,1,23,0,0,,0,0,12,45,8,0,0,0,0,0,14,14,100.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,Scott McTominay,4.0,"CB,CM",24-196,90,46,3,14,29,6,3,45,1,3,33.3,3,0,30,209,153,7,2,0,0,1,29,27,93.1,1
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,David Marshall,1.0,GK,36-109,90,37,32,36,1,0,0,29,0,0,,0,0,18,57,37,0,0,0,0,0,19,19,100.0,0
0305e42c,"Tuesday June 22, 2021",20:00,Croatia,a,15 Players,,,,990,436,48,127,228,113,17,393,4,8,50.0,6,0,253,1385,737,30,10,1,8,9,336,264,78.6,23
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Artem Dzyuba,22.0,FW,32-303,90,38,2,6,16,16,7,36,0,0,,0,0,13,28,5,0,0,0,4,1,62,28,45.2,7
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Aleksandr Golovin,17.0,"LW,LM",25-022,90,36,0,4,15,18,1,34,0,0,,0,0,24,195,87,3,1,1,1,1,35,24,68.6,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Aleksei Miranchuk,15.0,RW,25-247,60,21,0,2,13,6,0,18,1,1,100.0,1,0,16,60,31,1,0,0,2,2,19,12,63.2,1
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Aleksandr Sobolev,9.0,"FW,RW",24-106,30,9,1,2,5,2,1,7,0,0,,0,0,7,15,7,0,0,0,0,0,8,5,62.5,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Roman Zobnin,11.0,DM,27-130,90,46,1,13,27,7,0,46,0,0,,0,0,24,167,58,1,0,0,1,1,23,21,91.3,2
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Magomed Ozdoyev,7.0,DM,28-228,60,30,1,5,17,9,0,30,0,1,0.0,0,0,15,98,24,1,1,0,1,0,13,11,84.6,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Rifat Zhemaletdinov,19.0,"RM,DM",24-274,30,10,0,3,5,4,0,10,0,0,,0,0,9,22,15,1,1,0,3,0,11,8,72.7,1
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Daler Kuzyaev,23.0,"WB,DM",28-157,66,44,5,18,24,6,0,42,3,3,100.0,3,0,27,129,51,0,0,0,3,0,25,23,92.0,1
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Maksim Mukhin,26.0,DM,19-229,24,10,1,2,7,2,0,10,0,0,,0,0,4,31,18,1,0,0,0,0,3,3,100.0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Mário Fernandes,2.0,"WB,RB",30-275,90,36,7,17,18,3,0,31,0,0,,0,0,14,88,44,2,1,0,2,0,15,12,80.0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Fyodor Kudryashov,13.0,"CB,LB",34-077,66,34,5,16,13,5,0,27,0,0,,0,0,11,32,10,1,0,0,0,0,7,6,85.7,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Vyacheslav Karavayev,4.0,LB,26-032,24,14,3,5,3,8,2,11,0,0,,0,0,7,63,39,1,1,0,1,0,8,8,100.0,2
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Igor Diveev,3.0,CB,21-267,90,43,8,25,19,0,0,42,0,0,,0,0,13,48,14,0,0,0,0,0,16,16,100.0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Georgi Dzhikiya,14.0,CB,27-212,90,25,5,10,14,2,0,19,0,0,,0,0,11,40,12,0,0,0,0,0,12,11,91.7,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,Matvei Safonov,16.0,GK,22-116,90,33,28,33,0,0,0,23,0,0,,0,0,12,65,48,0,0,0,0,0,9,9,100.0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,h,15 Players,,,,990,429,67,161,196,88,11,386,4,5,80.0,4,0,207,1081,463,12,5,1,18,5,266,197,74.1,14
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Yussuf Poulsen,20.0,FW,27-006,59,21,0,0,13,9,2,21,0,1,0.0,0,0,16,39,24,1,0,0,2,2,36,18,50.0,7
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Kasper Dolberg,12.0,FW,23-258,31,13,0,0,7,7,2,12,1,3,33.3,1,0,13,38,18,3,1,1,1,1,14,11,78.6,2
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Mikkel Damsgaard,14.0,AM,20-353,71,42,0,0,22,22,2,41,1,4,25.0,1,0,38,101,37,2,2,0,4,0,49,35,71.4,7
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Christian Nørgaard,15.0,"AM,CM",27-103,19,11,2,5,4,3,1,11,0,0,,0,0,10,39,28,1,1,0,1,0,8,8,100.0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Martin Braithwaite,9.0,AM,30-016,84,33,0,3,10,22,5,32,2,2,100.0,2,0,28,173,108,4,1,1,3,4,40,26,65.0,5
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Andreas Cornelius,21.0,"AM,FW",28-097,6,6,0,0,3,3,2,6,0,0,,0,0,5,22,8,1,0,0,0,1,6,5,83.3,1
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Thomas Delaney,8.0,DM,29-291,85,60,3,12,39,9,2,59,0,0,,0,0,42,64,29,0,0,0,1,1,50,43,86.0,3
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Mathias Jensen,24.0,DM,25-171,5,11,0,2,4,5,0,7,0,1,0.0,0,0,6,24,2,0,0,0,0,0,7,6,85.7,1
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Pierre Højbjerg,23.0,DM,25-320,90,63,0,12,43,15,1,63,2,3,66.7,2,0,59,272,162,8,4,1,1,1,53,49,92.5,5
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Joakim Mæhle,5.0,WB,24-032,90,75,1,14,35,32,9,64,3,7,42.9,3,0,55,270,205,10,3,3,4,1,53,47,88.7,7
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Daniel Wass,18.0,WB,32-021,59,47,1,10,17,21,1,33,0,0,,0,0,27,65,35,1,1,0,0,0,34,27,79.4,2
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Jens Stryger Larsen,17.0,WB,30-120,31,19,0,2,9,8,1,11,0,0,,0,0,11,43,27,1,0,0,1,1,8,8,100.0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Jannik Vestergaard,3.0,CB,28-322,90,77,6,36,40,6,3,77,0,1,0.0,0,0,49,240,161,3,0,0,0,0,57,55,96.5,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Simon Kjær,4.0,CB,32-087,90,65,4,28,34,6,3,63,0,0,,0,0,43,207,106,3,1,0,0,0,42,40,95.2,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Andreas Christensen,6.0,CB,25-072,90,77,2,28,46,7,2,71,0,0,,0,0,42,134,74,2,1,0,1,0,44,42,95.5,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,Kasper Schmeichel,1.0,GK,34-228,90,34,26,34,0,0,0,26,0,0,,0,0,24,49,22,0,0,0,0,0,24,24,100.0,0
04188c5c,"Monday June 21, 2021",21:00,Russia,a,16 Players,,,,990,654,45,186,326,175,36,597,9,22,40.9,9,0,468,1780,1046,40,15,6,19,12,525,444,84.6,40
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Memphis Depay,10.0,FW,27-120,89,74,0,0,32,47,7,66,4,6,66.7,4,2,63,222,134,7,3,0,5,7,73,59,80.8,17
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Donyell Malen,18.0,FW,22-145,1,4,0,0,1,3,1,4,0,0,,0,0,3,3,0,0,0,0,0,1,7,4,57.1,2
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Wout Weghorst,19.0,FW,28-310,87,27,0,2,8,18,6,27,0,0,,0,0,21,84,18,2,0,1,0,2,37,16,43.2,4
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Luuk de Jong,9.0,FW,30-290,3,7,0,0,4,3,1,7,0,0,,0,0,2,2,2,0,0,0,0,0,8,7,87.5,2
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Georginio Wijnaldum,8.0,AM,30-214,90,63,0,5,22,39,5,61,1,1,100.0,1,0,53,215,97,5,2,0,5,1,55,48,87.3,4
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Frenkie de Jong,21.0,DM,24-032,90,106,1,11,67,45,2,104,1,1,100.0,1,0,91,669,387,16,10,1,3,0,95,91,95.8,8
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Marten de Roon,15.0,DM,30-076,90,82,0,10,55,19,0,81,0,1,0.0,0,0,68,207,91,7,0,0,0,0,69,69,100.0,4
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Patrick van Aanholt,12.0,WB,30-288,63,37,1,3,14,22,1,31,0,0,,0,0,27,68,30,1,1,0,1,0,34,27,79.4,6
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Owen Wijndal,5.0,WB,21-197,27,17,0,1,2,14,1,15,0,0,,0,0,12,63,25,2,0,0,0,0,13,12,92.3,2
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Denzel Dumfries,22.0,WB,25-056,90,69,0,8,22,41,9,60,1,2,50.0,1,0,45,98,58,4,1,1,1,6,59,51,86.4,6
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Daley Blind,17.0,CB,31-096,63,80,3,15,56,14,0,78,0,0,,0,0,68,292,194,9,2,0,0,0,70,70,100.0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Nathan Aké,4.0,CB,26-115,27,22,1,2,16,5,0,21,0,0,,0,0,18,108,62,4,0,0,0,0,20,19,95.0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Stefan de Vrij,6.0,CB,29-128,90,85,5,40,55,2,0,84,0,0,,0,0,62,359,160,3,1,0,0,1,59,59,100.0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Jurrien Timber,25.0,CB,19-361,87,86,5,23,60,13,1,85,1,2,50.0,1,0,73,333,206,6,2,0,0,1,69,68,98.6,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Joël Veltman,2.0,CB,29-149,3,8,0,4,3,1,0,8,0,0,,0,0,5,28,0,0,0,0,0,0,6,5,83.3,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,Maarten Stekelenburg,1.0,GK,38-264,90,31,28,31,0,0,0,28,0,0,,0,0,23,55,22,0,0,0,0,0,21,21,100.0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,h,16 Players,,,,990,798,44,155,417,286,34,760,8,13,61.5,8,2,634,2806,1486,66,22,3,15,19,695,626,90.1,55
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Roman Yaremchuk,9.0,FW,25-198,90,48,0,2,21,27,8,44,0,0,,0,0,21,95,32,1,1,1,3,2,60,35,58.3,8
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Oleksandr Zubkov,20.0,LW,24-314,12,5,0,2,3,1,1,5,1,1,100.0,1,0,5,30,16,0,0,0,0,0,3,2,66.7,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Marlos,11.0,LW,33-006,51,31,2,8,12,15,0,31,0,1,0.0,0,0,16,142,109,4,2,0,0,1,28,21,75.0,1
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Mykola Shaparenko,10.0,LW,22-252,27,22,0,10,12,3,0,22,0,0,,0,0,15,147,114,2,1,0,0,0,18,18,100.0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Andriy Yarmolenko,7.0,RW,31-233,90,49,0,7,21,25,7,49,0,1,0.0,1,0,31,241,167,9,2,3,1,2,53,45,84.9,4
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Oleksandr Zinchenko,17.0,CM,24-180,90,59,3,14,33,17,1,59,2,3,66.7,2,0,40,321,115,4,3,0,0,1,56,48,85.7,2
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Ruslan Malinovskyi,8.0,CM,28-040,90,49,3,13,26,13,0,46,0,0,,0,0,34,237,160,3,2,0,3,3,41,36,87.8,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Serhiy Sydorchuk,5.0,DM,30-042,90,38,4,15,23,3,0,38,0,0,,0,0,20,118,40,0,0,0,0,0,30,27,90.0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Vitaliy Mykolenko,16.0,LB,22-015,90,57,7,37,19,3,0,50,0,0,,0,0,30,159,88,2,0,0,1,1,31,30,96.8,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Mykola Matviyenko,22.0,CB,25-042,90,35,13,29,9,0,0,34,0,0,,0,0,20,123,51,1,0,0,1,0,20,20,100.0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Illia Zabarnyi,13.0,CB,18-285,90,56,16,41,17,0,0,53,2,2,100.0,2,0,30,182,97,1,0,0,0,0,32,32,100.0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Oleksandr Karavayev,21.0,RB,29-011,90,63,9,36,21,12,1,59,0,0,,0,0,31,349,293,10,4,1,0,0,45,40,88.9,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,Heorhiy Bushchan,1.0,GK,27-013,90,33,32,33,0,0,0,22,0,0,,0,0,13,48,21,0,0,0,0,0,13,13,100.0,0
0e9919a5,"Sunday June 13, 2021",21:00,Netherlands,a,13 Players,,,,990,545,89,247,217,119,18,512,5,8,62.5,6,0,306,2192,1303,37,15,5,9,10,430,367,85.3,15
107fd412,"Monday June 14, 2021",21:00,Spain,h,Álvaro Morata,7.0,FW,28-234,65,34,1,2,11,22,7,34,0,0,,0,0,14,43,11,1,1,0,2,0,38,22,57.9,10
107fd412,"Monday June 14, 2021",21:00,Spain,h,Pablo Sarabia,22.0,RW,29-034,25,20,0,1,6,13,2,20,0,0,,0,0,18,139,93,3,0,0,0,0,29,19,65.5,3
107fd412,"Monday June 14, 2021",21:00,Spain,h,Dani Olmo,19.0,LW,23-038,73,57,0,2,25,35,6,56,0,1,0.0,0,0,38,200,162,10,4,1,0,2,50,42,84.0,11
107fd412,"Monday June 14, 2021",21:00,Spain,h,Gerard Moreno,9.0,"FW,LW",29-068,17,9,0,0,2,7,3,9,1,1,100.0,1,0,6,24,16,1,0,0,0,0,13,8,61.5,2
107fd412,"Monday June 14, 2021",21:00,Spain,h,Ferrán Torres,11.0,"RW,FW",21-105,73,41,1,2,10,32,2,41,0,1,0.0,0,0,32,113,76,5,2,0,0,0,49,37,75.5,3
107fd412,"Monday June 14, 2021",21:00,Spain,h,Mikel Oyarzabal,21.0,"LW,FW",24-054,17,17,0,0,2,15,2,15,1,1,100.0,1,0,9,59,40,3,0,1,0,0,14,12,85.7,4
107fd412,"Monday June 14, 2021",21:00,Spain,h,Pedri,26.0,CM,18-201,90,111,0,2,73,47,0,108,1,1,100.0,1,0,90,620,343,23,9,0,2,0,111,102,91.9,7
107fd412,"Monday June 14, 2021",21:00,Spain,h,Koke,8.0,CM,29-157,86,124,1,6,73,52,3,117,0,1,0.0,0,0,82,359,185,11,2,0,0,0,114,106,93.0,4
107fd412,"Monday June 14, 2021",21:00,Spain,h,Fabián Ruiz Peña,17.0,CM,25-072,4,13,0,0,8,6,0,13,0,0,,0,0,10,97,43,2,1,0,0,0,11,10,90.9,0
107fd412,"Monday June 14, 2021",21:00,Spain,h,Rodri,16.0,DM,24-357,65,60,2,12,35,13,1,58,0,0,,0,0,31,116,56,2,0,0,1,0,39,38,97.4,0
107fd412,"Monday June 14, 2021",21:00,Spain,h,Thiago Alcántara,10.0,DM,30-064,25,31,0,1,22,9,0,30,0,0,,0,0,23,121,52,1,0,0,0,0,23,23,100.0,1
107fd412,"Monday June 14, 2021",21:00,Spain,h,Jordi Alba,18.0,LB,32-085,90,141,0,16,62,67,5,132,1,1,100.0,1,1,93,235,138,6,1,0,1,1,128,116,90.6,12
107fd412,"Monday June 14, 2021",21:00,Spain,h,Pau Torres,4.0,CB,24-149,90,124,7,29,99,1,0,119,0,0,,0,0,93,489,218,7,0,0,0,0,106,104,98.1,0
107fd412,"Monday June 14, 2021",21:00,Spain,h,Aymeric Laporte,24.0,CB,27-018,90,120,4,36,92,1,0,119,0,0,,0,0,95,608,342,11,0,0,0,0,108,106,98.1,0
107fd412,"Monday June 14, 2021",21:00,Spain,h,Marcos Llorente,6.0,RB,26-135,90,111,3,20,48,55,4,108,1,3,33.3,3,0,91,519,327,13,7,1,0,0,87,85,97.7,6
107fd412,"Monday June 14, 2021",21:00,Spain,h,Unai Simón,23.0,GK,24-003,90,24,16,23,1,0,0,20,0,0,,0,0,13,35,8,0,0,0,0,0,11,11,100.0,0
107fd412,"Monday June 14, 2021",21:00,Spain,h,16 Players,,,,990,1037,35,152,569,375,35,999,5,10,50.0,7,1,738,3777,2110,99,27,3,6,3,931,841,90.3,63
107fd412,"Monday June 14, 2021",21:00,Spain,a,Alexander Isak,11.0,FW,21-266,68,15,0,3,4,8,3,15,2,3,66.7,3,1,11,34,15,1,0,0,2,0,22,11,50.0,3
107fd412,"Monday June 14, 2021",21:00,Spain,a,Viktor Claesson,17.0,FW,29-163,22,3,0,0,2,1,0,3,0,0,,0,0,2,5,4,0,0,0,1,0,8,2,25.0,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Marcus Berg,9.0,FW,34-301,68,18,0,3,11,5,1,18,0,1,0.0,0,0,8,20,12,1,0,0,1,0,27,16,59.3,3
107fd412,"Monday June 14, 2021",21:00,Spain,a,Robin Quaison,22.0,FW,27-248,22,8,0,3,6,1,0,8,0,1,0.0,0,0,4,4,0,0,0,0,1,1,5,2,40.0,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Emil Forsberg,10.0,LM,29-234,83,16,1,6,6,5,0,14,0,1,0.0,0,0,7,44,15,1,1,0,1,0,9,6,66.7,1
107fd412,"Monday June 14, 2021",21:00,Spain,a,Pierre Bengtsson,5.0,LM,33-063,7,2,1,1,0,1,0,2,0,0,,0,0,1,13,0,0,0,0,0,0,0,0,,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Seb Larsson,7.0,RM,36-008,90,34,6,15,18,2,0,33,1,2,50.0,1,0,12,54,27,1,1,0,0,1,18,13,72.2,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Albin Ekdal,8.0,DM,31-321,90,19,3,13,5,1,0,18,0,0,,0,0,7,26,11,0,0,0,1,1,5,5,100.0,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Kristoffer Olsson,20.0,DM,25-349,83,23,3,14,7,2,0,23,0,1,0.0,0,0,10,34,11,0,0,0,0,0,11,10,90.9,1
107fd412,"Monday June 14, 2021",21:00,Spain,a,Jens Cajuste,26.0,DM,21-308,7,5,1,4,1,0,0,5,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Ludwig Augustinsson,6.0,LB,27-054,90,20,5,13,7,0,0,17,0,0,,0,0,3,32,9,0,0,0,0,0,8,6,75.0,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Marcus Danielsson,24.0,CB,32-067,90,28,16,24,5,0,0,28,0,0,,0,0,8,33,2,0,0,0,1,0,4,4,100.0,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Victor Lindelöf,3.0,CB,26-332,90,28,13,21,5,4,0,23,0,0,,0,0,8,46,5,0,0,0,0,1,6,6,100.0,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Mikael Lustig,2.0,RB,34-183,74,29,5,15,12,4,1,20,0,0,,0,0,11,52,33,1,1,0,1,1,13,6,46.2,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Emil Krafth,16.0,RB,26-316,16,6,3,4,2,0,0,4,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,100.0,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,Robin Olsen,1.0,GK,31-157,90,36,34,36,0,0,0,21,0,0,,0,0,10,108,57,0,0,0,0,0,6,6,100.0,0
107fd412,"Monday June 14, 2021",21:00,Spain,a,16 Players,,,,990,290,91,175,91,34,5,252,3,10,30.0,4,1,103,505,201,5,3,0,9,5,143,94,65.7,8
14874531,"Saturday June 19, 2021",21:00,Spain,h,Álvaro Morata,7.0,FW,28-239,86,53,2,7,19,29,11,53,1,4,25.0,1,0,34,64,19,0,0,0,1,6,51,35,68.6,11
14874531,"Saturday June 19, 2021",21:00,Spain,h,Mikel Oyarzabal,21.0,FW,24-059,4,2,0,1,1,0,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,2,1,50.0,0
14874531,"Saturday June 19, 2021",21:00,Spain,h,Dani Olmo,19.0,LW,23-043,60,50,0,6,18,29,3,46,2,4,50.0,2,0,35,143,89,8,1,2,3,0,42,31,73.8,3
14874531,"Saturday June 19, 2021",21:00,Spain,h,Ferrán Torres,11.0,LW,21-110,30,18,2,2,6,10,1,18,0,2,0.0,0,0,16,57,18,1,0,0,1,1,16,11,68.8,2
14874531,"Saturday June 19, 2021",21:00,Spain,h,Gerard Moreno,9.0,RW,29-073,67,58,0,5,15,41,8,57,2,5,40.0,2,1,42,156,75,7,2,3,2,3,57,48,84.2,10
14874531,"Saturday June 19, 2021",21:00,Spain,h,Fabián Ruiz Peña,17.0,"CM,RW",25-077,23,23,0,3,12,11,0,23,1,1,100.0,1,0,21,157,99,5,1,0,0,0,23,20,87.0,1
14874531,"Saturday June 19, 2021",21:00,Spain,h,Pedri,26.0,CM,18-206,90,92,0,6,58,38,1,87,0,1,0.0,0,0,71,289,144,10,8,0,0,0,77,76,98.7,3
14874531,"Saturday June 19, 2021",21:00,Spain,h,Koke,8.0,CM,29-162,67,69,1,10,38,24,0,67,0,0,,0,0,52,163,68,3,0,0,0,3,55,54,98.2,2
14874531,"Saturday June 19, 2021",21:00,Spain,h,Pablo Sarabia,22.0,"RW,CM",29-039,23,20,0,0,7,13,5,19,0,2,0.0,0,0,18,44,24,2,0,0,2,0,20,18,90.0,9
14874531,"Saturday June 19, 2021",21:00,Spain,h,Rodri,16.0,DM,24-362,90,77,2,11,51,18,2,77,0,0,,0,0,51,158,55,1,1,0,0,1,58,56,96.6,0
